Loyalty#,Year,Month,YearMonthDate,NumFlights,NumFlightsWithCompanions,DistanceKM,PointsAccumulated,PointsRedeemed,DollarCostPointsRedeemed,Loyalty#_new
968034,2020,9,2020-09-01,8,2,21321.0,2132,0,0.0,968034_2
101902,2020,9,2020-09-01,3,3,17957.0,1795,0,0.0,101902_2
402697,2020,9,2020-09-01,0,0,0.0,0,0,0.0,402697_2
684123,2020,9,2020-09-01,0,0,0.0,0,0,0.0,684123_2
255836,2020,9,2020-09-01,3,2,13491.0,1349,0,0.0,255836_2
582493,2020,9,2020-09-01,8,2,7989.0,798,0,0.0,582493_2
417240,2020,9,2020-09-01,5,5,24084.0,2408,2999,29.0,417240_2
949628,2020,9,2020-09-01,0,0,0.0,0,0,0.0,949628_2
604870,2020,9,2020-09-01,2,0,6393.0,639,0,0.0,604870_2
279419,2020,9,2020-09-01,8,0,17821.0,1782,0,0.0,279419_2
990512,2020,9,2020-09-01,0,0,0.0,0,0,0.0,990512_2
322169,2020,9,2020-09-01,1,0,21411.0,2141,0,0.0,322169_2
106001,2020,9,2020-09-01,2,0,20217.0,2021,0,0.0,106001_2
402697,2020,9,2020-09-01,0,0,0.0,0,0,0.0,402697_2
237094,2020,9,2020-09-01,12,0,15031.0,1503,0,0.0,237094_2
819842,2020,9,2020-09-01,0,0,0.0,0,0,0.0,819842_2
308480,2020,9,2020-09-01,0,0,0.0,0,0,0.0,308480_2
411523,2020,9,2020-09-01,0,0,0.0,0,0,0.0,411523_2
511862,2020,9,2020-09-01,9,2,4165.0,416,0,0.0,511862_2
464256,2020,9,2020-09-01,8,0,17152.0,1715,0,0.0,464256_2
775768,2020,9,2020-09-01,5,0,26177.0,2617,0,0.0,775768_2
831341,2020,9,2020-09-01,0,0,0.0,0,0,0.0,831341_2
114414,2020,9,2020-09-01,12,5,5062.0,506,0,0.0,114414_2
968034,2020,9,2020-09-01,0,0,0.0,0,0,0.0,968034_2
357901,2020,9,2020-09-01,0,0,0.0,0,0,0.0,357901_2
255836,2020,9,2020-09-01,13,0,4199.0,419,0,0.0,255836_2
992168,2020,9,2020-09-01,0,0,0.0,0,0,0.0,992168_2
295906,2020,9,2020-09-01,0,0,0.0,0,0,0.0,295906_2
444092,2020,9,2020-09-01,0,0,0.0,0,0,0.0,444092_2
682979,2020,9,2020-09-01,0,0,0.0,0,0,0.0,682979_2
687951,2020,8,2020-08-01,0,0,0.0,0,0,0.0,687951_2
308480,2020,8,2020-08-01,0,0,0.0,0,0,0.0,308480_2
464187,2020,8,2020-08-01,9,9,2076.0,207,5104,51.0,464187_2
981508,2020,8,2020-08-01,0,0,0.0,0,0,0.0,981508_2
130331,2020,8,2020-08-01,0,0,0.0,0,0,0.0,130331_2
920175,2020,8,2020-08-01,9,0,12929.0,1292,0,0.0,920175_2
713132,2020,8,2020-08-01,12,9,2795.0,279,0,0.0,713132_2
351937,2020,8,2020-08-01,0,0,0.0,0,0,0.0,351937_2
958491,2020,8,2020-08-01,0,0,0.0,0,0,0.0,958491_2
653081,2020,8,2020-08-01,0,0,0.0,0,0,0.0,653081_2
950980,2020,8,2020-08-01,0,0,0.0,0,0,0.0,950980_2
775768,2020,8,2020-08-01,0,0,0.0,0,0,0.0,775768_2
927026,2020,8,2020-08-01,9,0,8813.0,881,0,0.0,927026_2
981508,2020,8,2020-08-01,0,0,0.0,0,0,0.0,981508_2
825517,2020,8,2020-08-01,9,9,31619.0,3161,3347,33.0,825517_2
825593,2020,8,2020-08-01,13,5,10752.0,1075,0,0.0,825593_2
876062,2020,9,2020-09-01,0,0,0.0,0,0,0.0,876062_2
903359,2020,9,2020-09-01,14,0,11633.0,1163,0,0.0,903359_2
279419,2020,9,2020-09-01,10,0,8883.0,888,0,0.0,279419_2
969318,2020,9,2020-09-01,14,0,28989.0,2898,0,0.0,969318_2
825517,2020,9,2020-09-01,7,0,7112.0,711,0,0.0,825517_2
825593,2020,9,2020-09-01,0,0,0.0,0,0,0.0,825593_2
536021,2020,9,2020-09-01,0,0,0.0,0,0,0.0,536021_2
831341,2020,9,2020-09-01,0,0,0.0,0,0,0.0,831341_2
444092,2020,9,2020-09-01,7,0,2758.0,275,0,0.0,444092_2
368073,2020,9,2020-09-01,0,0,0.0,0,0,0.0,368073_2
361237,2020,9,2020-09-01,10,2,3625.0,362,3233,32.0,361237_2
989528,2020,9,2020-09-01,0,0,0.0,0,0,0.0,989528_2
198499,2020,9,2020-09-01,9,2,17563.0,1756,2920,29.0,198499_2
135421,2020,9,2020-09-01,4,4,28387.0,2838,0,0.0,135421_2
958491,2020,9,2020-09-01,0,0,0.0,0,0,0.0,958491_2
584782,2020,9,2020-09-01,0,0,0.0,0,0,0.0,584782_2
622975,2020,9,2020-09-01,0,0,0.0,0,0,0.0,622975_2
130331,2020,9,2020-09-01,0,0,0.0,0,0,0.0,130331_2
849813,2020,9,2020-09-01,0,0,0.0,0,0,0.0,849813_2
927026,2020,9,2020-09-01,2,0,27560.0,2756,0,0.0,927026_2
990512,2020,9,2020-09-01,0,0,0.0,0,0,0.0,990512_2
949628,2020,9,2020-09-01,0,0,0.0,0,0,0.0,949628_2
876062,2020,9,2020-09-01,0,0,11644.0,1164,0,0.0,876062_2
215508,2020,9,2020-09-01,0,0,0.0,0,0,0.0,215508_2
354438,2020,9,2020-09-01,0,0,0.0,0,0,0.0,354438_2
965605,2020,9,2020-09-01,9,7,11991.0,1199,0,0.0,965605_2
354438,2020,9,2020-09-01,0,0,0.0,0,0,0.0,354438_2
727507,2020,9,2020-09-01,0,0,0.0,0,0,0.0,727507_2
573446,2020,9,2020-09-01,2,2,26355.0,2635,0,0.0,573446_2
278854,2020,9,2020-09-01,0,0,0.0,0,0,0.0,278854_2
899760,2020,9,2020-09-01,0,0,0.0,0,0,0.0,899760_2
896861,2020,9,2020-09-01,0,0,0.0,0,0,0.0,896861_2
101902,2020,9,2020-09-01,7,0,19711.0,1971,0,0.0,101902_2
750578,2020,9,2020-09-01,0,0,0.0,0,0,0.0,750578_2
988392,2020,9,2020-09-01,14,2,8598.0,859,0,0.0,988392_2
886803,2020,9,2020-09-01,0,0,0.0,0,0,0.0,886803_2
972686,2020,9,2020-09-01,6,0,24952.0,2495,0,0.0,972686_2
682979,2020,9,2020-09-01,10,6,18926.0,1892,0,0.0,682979_2
896861,2020,9,2020-09-01,5,5,22664.0,2266,0,0.0,896861_2
825517,2020,9,2020-09-01,1,1,15335.0,1533,0,0.0,825517_2
774168,2020,9,2020-09-01,0,0,0.0,0,0,0.0,774168_2
950304,2020,9,2020-09-01,0,0,0.0,0,0,0.0,950304_2
774168,2020,9,2020-09-01,0,0,0.0,0,0,0.0,774168_2
585756,2020,9,2020-09-01,0,0,0.0,0,0,0.0,585756_2
601131,2020,9,2020-09-01,2,0,20069.0,2006,0,0.0,601131_2
646756,2020,9,2020-09-01,0,0,0.0,0,0,0.0,646756_2
309230,2020,9,2020-09-01,6,0,6061.0,606,0,0.0,309230_2
328623,2020,9,2020-09-01,12,6,11482.0,1148,0,0.0,328623_2
460272,2020,9,2020-09-01,0,0,11423.0,1142,0,0.0,460272_2
902608,2020,9,2020-09-01,11,7,12440.0,1244,0,0.0,902608_2
650466,2020,9,2020-09-01,0,0,0.0,0,0,0.0,650466_2
528447,2020,9,2020-09-01,12,0,6615.0,661,0,0.0,528447_2
474305,2020,9,2020-09-01,10,2,9680.0,968,0,0.0,474305_2
684889,2020,9,2020-09-01,0,0,0.0,0,0,0.0,684889_2
200519,2020,9,2020-09-01,14,8,15583.0,1558,0,0.0,200519_2
237094,2020,9,2020-09-01,9,0,8640.0,864,0,0.0,237094_2
622975,2020,9,2020-09-01,0,0,0.0,0,0,0.0,622975_2
135421,2020,9,2020-09-01,11,7,8089.0,808,0,0.0,135421_2
304600,2020,9,2020-09-01,0,0,0.0,0,0,0.0,304600_2
841296,2020,9,2020-09-01,0,0,0.0,0,0,0.0,841296_2
890702,2020,9,2020-09-01,1,0,16660.0,1666,0,0.0,890702_2
604274,2020,9,2020-09-01,11,4,9089.0,908,0,0.0,604274_2
106001,2020,9,2020-09-01,4,0,6306.0,630,0,0.0,106001_2
465260,2020,9,2020-09-01,0,0,0.0,0,0,0.0,465260_2
687951,2020,9,2020-09-01,0,0,0.0,0,0,0.0,687951_2
732304,2020,9,2020-09-01,0,0,0.0,0,0,0.0,732304_2
617489,2020,9,2020-09-01,1,1,27128.0,2712,0,0.0,617489_2
974875,2020,9,2020-09-01,1,1,5193.0,519,2967,29.0,974875_2
434807,2020,9,2020-09-01,0,0,0.0,0,0,0.0,434807_2
465260,2020,9,2020-09-01,3,0,7756.0,775,0,0.0,465260_2
208485,2020,9,2020-09-01,0,0,0.0,0,0,0.0,208485_2
902608,2020,9,2020-09-01,8,7,28663.0,2866,0,0.0,902608_2
499874,2020,9,2020-09-01,12,6,19717.0,1971,0,0.0,499874_2
642020,2020,9,2020-09-01,4,0,20808.0,2080,0,0.0,642020_2
286636,2020,9,2020-09-01,13,6,17953.0,1795,0,0.0,286636_2
702482,2020,9,2020-09-01,0,0,0.0,0,0,0.0,702482_2
903359,2020,9,2020-09-01,0,0,0.0,0,0,0.0,903359_2
972686,2020,9,2020-09-01,11,7,30208.0,3020,0,0.0,972686_2
890702,2020,9,2020-09-01,0,0,0.0,0,0,0.0,890702_2
650466,2020,9,2020-09-01,0,0,3109.0,310,0,0.0,650466_2
746226,2020,9,2020-09-01,0,0,0.0,0,0,0.0,746226_2
573446,2020,9,2020-09-01,2,0,18228.0,1822,0,0.0,573446_2
988392,2020,9,2020-09-01,12,5,16957.0,1695,0,0.0,988392_2
841296,2020,9,2020-09-01,0,0,0.0,0,0,0.0,841296_2
470998,2020,9,2020-09-01,0,0,0.0,0,0,0.0,470998_2
601131,2020,9,2020-09-01,12,0,19729.0,1972,0,0.0,601131_2
411030,2020,9,2020-09-01,0,0,0.0,0,0,0.0,411030_2
255475,2020,9,2020-09-01,11,5,2155.0,215,0,0.0,255475_2
584782,2020,9,2020-09-01,0,0,0.0,0,0,0.0,584782_2
776466,2020,9,2020-09-01,0,0,0.0,0,0,0.0,776466_2
309230,2020,9,2020-09-01,6,4,499.0,49,0,0.0,309230_2
357901,2020,9,2020-09-01,0,0,0.0,0,0,0.0,357901_2
323821,2020,9,2020-09-01,0,0,0.0,0,0,0.0,323821_2
546259,2020,9,2020-09-01,0,0,0.0,0,0,0.0,546259_2
512296,2020,9,2020-09-01,9,5,15460.0,1546,0,0.0,512296_2
536021,2020,8,2020-08-01,0,0,0.0,0,0,0.0,536021_2
831341,2020,8,2020-08-01,0,0,0.0,0,0,0.0,831341_2
444092,2020,8,2020-08-01,4,2,32002.0,3200,0,0.0,444092_2
368073,2020,8,2020-08-01,5,5,32874.0,3287,6373,63.0,368073_2
361237,2020,8,2020-08-01,13,0,14553.0,1455,0,0.0,361237_2
989528,2020,8,2020-08-01,0,0,0.0,0,0,0.0,989528_2
198499,2020,8,2020-08-01,10,1,27438.0,2743,0,0.0,198499_2
135421,2020,8,2020-08-01,0,0,0.0,0,0,0.0,135421_2
958491,2020,8,2020-08-01,0,0,0.0,0,0,0.0,958491_2
584782,2020,8,2020-08-01,0,0,0.0,0,0,0.0,584782_2
622975,2020,8,2020-08-01,0,0,0.0,0,0,0.0,622975_2
130331,2020,8,2020-08-01,0,0,0.0,0,0,0.0,130331_2
849813,2020,8,2020-08-01,0,0,0.0,0,0,0.0,849813_2
927026,2020,8,2020-08-01,0,0,0.0,0,0,0.0,927026_2
990512,2020,8,2020-08-01,0,0,0.0,0,0,0.0,990512_2
949628,2020,8,2020-08-01,0,0,0.0,0,0,0.0,949628_2
876062,2020,8,2020-08-01,9,7,2565.0,256,0,0.0,876062_2
215508,2020,8,2020-08-01,15,9,17241.0,1724,5809,58.0,215508_2
354438,2020,8,2020-08-01,0,0,0.0,0,0,0.0,354438_2
965605,2020,8,2020-08-01,0,0,0.0,0,0,0.0,965605_2
354438,2020,8,2020-08-01,0,0,0.0,0,0,0.0,354438_2
727507,2020,8,2020-08-01,0,0,0.0,0,0,0.0,727507_2
573446,2020,8,2020-08-01,0,0,0.0,0,0,0.0,573446_2
278854,2020,8,2020-08-01,7,7,13019.0,1301,0,0.0,278854_2
899760,2020,8,2020-08-01,4,0,6821.0,682,0,0.0,899760_2
896861,2020,8,2020-08-01,16,5,418.0,41,0,0.0,896861_2
106001,2020,8,2020-08-01,8,3,9428.0,942,0,0.0,106001_2
465260,2020,8,2020-08-01,4,0,37362.0,3736,0,0.0,465260_2
897772,2020,7,2020-07-01,0,0,0.0,0,0,0.0,897772_2
604870,2020,7,2020-07-01,20,7,12712.0,1271,0,0.0,604870_2
286636,2020,7,2020-07-01,13,8,30157.0,3015,0,0.0,286636_2
323821,2020,7,2020-07-01,0,0,0.0,0,0,0.0,323821_2
951353,2020,7,2020-07-01,0,0,0.0,0,0,0.0,951353_2
368073,2020,7,2020-07-01,0,0,0.0,0,0,0.0,368073_2
974875,2020,7,2020-07-01,0,0,0.0,0,0,0.0,974875_2
351615,2020,7,2020-07-01,20,0,26271.0,2627,0,0.0,351615_2
849813,2020,7,2020-07-01,0,0,0.0,0,0,0.0,849813_2
278854,2020,7,2020-07-01,0,0,0.0,0,0,0.0,278854_2
255475,2020,7,2020-07-01,3,3,24477.0,2447,4000,40.0,255475_2
727507,2020,7,2020-07-01,0,0,0.0,0,0,0.0,727507_2
989528,2020,7,2020-07-01,0,0,0.0,0,0,0.0,989528_2
971370,2020,7,2020-07-01,8,0,31754.0,3175,0,0.0,971370_2
373638,2020,7,2020-07-01,0,0,0.0,0,0,0.0,373638_2
646756,2020,7,2020-07-01,0,0,0.0,0,0,0.0,646756_2
886803,2020,7,2020-07-01,0,0,0.0,0,0,0.0,886803_2
736504,2020,7,2020-07-01,8,2,28272.0,2827,0,0.0,736504_2
968034,2020,7,2020-07-01,0,0,0.0,0,0,0.0,968034_2
750578,2020,9,2020-09-01,0,0,0.0,0,0,0.0,750578_2
547522,2020,9,2020-09-01,0,0,0.0,0,0,0.0,547522_2
819842,2020,9,2020-09-01,0,0,0.0,0,0,0.0,819842_2
243741,2020,9,2020-09-01,0,0,0.0,0,0,0.0,243741_2
684123,2020,9,2020-09-01,0,0,0.0,0,0,0.0,684123_2
869265,2020,9,2020-09-01,6,5,14805.0,1480,0,0.0,869265_2
470998,2020,9,2020-09-01,0,0,0.0,0,0,0.0,470998_2
593252,2020,9,2020-09-01,0,0,0.0,0,0,0.0,593252_2
702482,2020,9,2020-09-01,0,0,0.0,0,0,0.0,702482_2
584833,2020,9,2020-09-01,0,0,0.0,0,0,0.0,584833_2
486860,2020,8,2020-08-01,0,0,0.0,0,0,0.0,486860_2
511862,2020,8,2020-08-01,4,4,20800.0,2080,0,0.0,511862_2
464187,2020,8,2020-08-01,15,0,1258.0,125,0,0.0,464187_2
897772,2020,8,2020-08-01,0,0,0.0,0,0,0.0,897772_2
604870,2020,8,2020-08-01,16,0,31832.0,3183,0,0.0,604870_2
286636,2020,8,2020-08-01,2,0,28122.0,2812,0,0.0,286636_2
323821,2020,8,2020-08-01,13,0,10193.0,1019,0,0.0,323821_2
951353,2020,8,2020-08-01,0,0,0.0,0,0,0.0,951353_2
368073,2020,8,2020-08-01,0,0,0.0,0,0,0.0,368073_2
974875,2020,8,2020-08-01,1,1,13798.0,1379,0,0.0,974875_2
351615,2020,8,2020-08-01,18,7,10004.0,1000,0,0.0,351615_2
849813,2020,8,2020-08-01,0,0,0.0,0,0,0.0,849813_2
278854,2020,8,2020-08-01,7,7,25926.0,2592,0,0.0,278854_2
255475,2020,8,2020-08-01,13,0,8103.0,810,0,0.0,255475_2
727507,2020,8,2020-08-01,0,0,0.0,0,0,0.0,727507_2
992168,2020,8,2020-08-01,9,0,9829.0,982,0,0.0,992168_2
971370,2020,9,2020-09-01,13,7,16754.0,1675,0,0.0,971370_2
528447,2020,9,2020-09-01,2,0,7529.0,752,0,0.0,528447_2
351937,2020,9,2020-09-01,0,0,0.0,0,0,0.0,351937_2
584833,2020,9,2020-09-01,0,0,0.0,0,0,0.0,584833_2
874780,2020,9,2020-09-01,0,0,0.0,0,0,0.0,874780_2
582493,2020,9,2020-09-01,2,2,27096.0,2709,0,0.0,582493_2
615439,2020,9,2020-09-01,0,0,0.0,0,0,0.0,615439_2
684881,2020,9,2020-09-01,5,3,19631.0,1963,0,0.0,684881_2
920175,2020,9,2020-09-01,10,2,13311.0,1331,3941,39.0,920175_2
713132,2020,9,2020-09-01,5,0,8615.0,861,0,0.0,713132_2
684881,2020,9,2020-09-01,0,0,0.0,0,0,0.0,684881_2
965605,2020,9,2020-09-01,3,0,27850.0,2785,0,0.0,965605_2
114414,2020,9,2020-09-01,2,0,4758.0,475,0,0.0,114414_2
890361,2020,9,2020-09-01,0,0,0.0,0,0,0.0,890361_2
738567,2020,9,2020-09-01,6,6,2452.0,245,3974,39.0,738567_2
198499,2020,9,2020-09-01,13,0,1017.0,101,0,0.0,198499_2
215508,2020,9,2020-09-01,0,0,0.0,0,0,0.0,215508_2
361237,2020,9,2020-09-01,12,0,25449.0,2544,0,0.0,361237_2
615439,2020,9,2020-09-01,13,0,3876.0,387,0,0.0,615439_2
512296,2020,9,2020-09-01,8,0,27988.0,2798,0,0.0,512296_2
746226,2020,9,2020-09-01,0,0,0.0,0,0,0.0,746226_2
417240,2020,9,2020-09-01,13,7,16918.0,1691,0,0.0,417240_2
950980,2020,9,2020-09-01,0,0,0.0,0,0,0.0,950980_2
890361,2020,9,2020-09-01,0,0,0.0,0,0,0.0,890361_2
328623,2020,9,2020-09-01,0,0,0.0,0,0,0.0,328623_2
604274,2020,9,2020-09-01,0,0,0.0,0,0,0.0,604274_2
499874,2020,9,2020-09-01,14,2,24449.0,2444,0,0.0,499874_2
243741,2020,9,2020-09-01,8,7,12118.0,1211,0,0.0,243741_2
474305,2020,9,2020-09-01,6,6,24123.0,2412,3176,31.0,474305_2
776466,2020,9,2020-09-01,0,0,0.0,0,0,0.0,776466_2
208241,2020,9,2020-09-01,0,0,0.0,0,0,0.0,208241_2
738567,2020,9,2020-09-01,0,0,0.0,0,0,0.0,738567_2
950304,2020,8,2020-08-01,0,0,0.0,0,0,0.0,950304_2
615561,2020,8,2020-08-01,4,0,7262.0,726,0,0.0,615561_2
750665,2020,8,2020-08-01,1,1,30095.0,3009,0,0.0,750665_2
617489,2020,8,2020-08-01,13,2,11259.0,1125,0,0.0,617489_2
351615,2020,8,2020-08-01,0,0,0.0,0,0,0.0,351615_2
979115,2020,8,2020-08-01,0,0,0.0,0,0,0.0,979115_2
979115,2020,8,2020-08-01,0,0,0.0,0,0,0.0,979115_2
951353,2020,8,2020-08-01,0,0,0.0,0,0,0.0,951353_2
208241,2020,8,2020-08-01,0,0,0.0,0,0,0.0,208241_2
869265,2020,8,2020-08-01,0,0,0.0,0,0,0.0,869265_2
869276,2020,8,2020-08-01,6,0,25011.0,2501,0,0.0,869276_2
336882,2020,8,2020-08-01,14,7,31833.0,3183,0,0.0,336882_2
101902,2020,8,2020-08-01,17,0,26320.0,2632,0,0.0,101902_2
750578,2020,8,2020-08-01,0,0,0.0,0,0,0.0,750578_2
988392,2020,8,2020-08-01,17,0,34487.0,3448,0,0.0,988392_2
886803,2020,8,2020-08-01,0,0,0.0,0,0,0.0,886803_2
972686,2020,8,2020-08-01,0,0,0.0,0,0,0.0,972686_2
682979,2020,8,2020-08-01,11,0,20293.0,2029,0,0.0,682979_2
896861,2020,8,2020-08-01,11,0,27096.0,2709,0,0.0,896861_2
825517,2020,8,2020-08-01,0,0,0.0,0,0,0.0,825517_2
774168,2020,8,2020-08-01,0,0,0.0,0,0,0.0,774168_2
950304,2020,8,2020-08-01,0,0,0.0,0,0,0.0,950304_2
774168,2020,8,2020-08-01,0,0,0.0,0,0,0.0,774168_2
585756,2020,8,2020-08-01,0,0,0.0,0,0,0.0,585756_2
601131,2020,8,2020-08-01,7,7,30863.0,3086,0,0.0,601131_2
646756,2020,8,2020-08-01,0,0,0.0,0,0,0.0,646756_2
309230,2020,8,2020-08-01,4,1,22763.0,2276,0,0.0,309230_2
328623,2020,8,2020-08-01,0,0,0.0,0,0,0.0,328623_2
460272,2020,8,2020-08-01,0,0,0.0,0,0,0.0,460272_2
902608,2020,8,2020-08-01,0,0,0.0,0,0,0.0,902608_2
650466,2020,8,2020-08-01,0,0,0.0,0,0,0.0,650466_2
528447,2020,8,2020-08-01,8,0,10915.0,1091,0,0.0,528447_2
474305,2020,8,2020-08-01,0,0,0.0,0,0,0.0,474305_2
684889,2020,8,2020-08-01,10,3,4817.0,481,0,0.0,684889_2
200519,2020,8,2020-08-01,1,0,30129.0,3012,0,0.0,200519_2
237094,2020,8,2020-08-01,4,0,20823.0,2082,0,0.0,237094_2
622975,2020,8,2020-08-01,0,0,0.0,0,0,0.0,622975_2
135421,2020,8,2020-08-01,8,2,35533.0,3553,0,0.0,135421_2
304600,2020,8,2020-08-01,0,0,0.0,0,0,0.0,304600_2
841296,2020,8,2020-08-01,0,0,0.0,0,0,0.0,841296_2
890702,2020,8,2020-08-01,3,0,28049.0,2804,0,0.0,890702_2
604274,2020,8,2020-08-01,10,4,3153.0,315,0,0.0,604274_2
653081,2020,8,2020-08-01,18,9,4488.0,448,0,0.0,653081_2
874780,2020,8,2020-08-01,0,0,0.0,0,0,0.0,874780_2
546259,2020,8,2020-08-01,0,0,0.0,0,0,0.0,546259_2
101902,2020,7,2020-07-01,0,0,0.0,0,0,0.0,101902_2
402697,2020,7,2020-07-01,0,0,0.0,0,0,0.0,402697_2
684123,2020,7,2020-07-01,7,3,29214.0,2921,6591,65.0,684123_2
255836,2020,7,2020-07-01,17,0,30837.0,3083,0,0.0,255836_2
582493,2020,7,2020-07-01,0,0,0.0,0,0,0.0,582493_2
971370,2020,7,2020-07-01,11,10,14865.0,1486,0,0.0,971370_2
528447,2020,7,2020-07-01,16,10,18566.0,1856,0,0.0,528447_2
351937,2020,7,2020-07-01,0,0,0.0,0,0,0.0,351937_2
584833,2020,7,2020-07-01,0,0,0.0,0,0,0.0,584833_2
874780,2020,7,2020-07-01,0,0,0.0,0,0,0.0,874780_2
582493,2020,7,2020-07-01,14,5,14613.0,1461,7354,73.0,582493_2
615439,2020,7,2020-07-01,11,8,21256.0,2125,0,0.0,615439_2
684881,2020,7,2020-07-01,17,0,3772.0,377,0,0.0,684881_2
920175,2020,7,2020-07-01,10,0,23496.0,2349,0,0.0,920175_2
713132,2020,7,2020-07-01,6,6,35583.0,3558,0,0.0,713132_2
684881,2020,7,2020-07-01,0,0,0.0,0,0,0.0,684881_2
965605,2020,7,2020-07-01,0,0,0.0,0,0,0.0,965605_2
114414,2020,7,2020-07-01,13,0,41571.0,4157,0,0.0,114414_2
890361,2020,7,2020-07-01,0,0,0.0,0,0,0.0,890361_2
738567,2020,7,2020-07-01,0,0,0.0,0,0,0.0,738567_2
198499,2020,7,2020-07-01,0,0,0.0,0,0,0.0,198499_2
215508,2020,7,2020-07-01,16,5,6422.0,642,3793,37.0,215508_2
361237,2020,7,2020-07-01,5,5,38931.0,3893,0,0.0,361237_2
615439,2020,7,2020-07-01,2,2,24413.0,2441,0,0.0,615439_2
512296,2020,7,2020-07-01,15,9,40849.0,4084,0,0.0,512296_2
746226,2020,7,2020-07-01,0,0,0.0,0,0,0.0,746226_2
417240,2020,7,2020-07-01,0,0,0.0,0,0,0.0,417240_2
950980,2020,7,2020-07-01,0,0,0.0,0,0,0.0,950980_2
890361,2020,7,2020-07-01,0,0,0.0,0,0,0.0,890361_2
328623,2020,7,2020-07-01,21,0,4226.0,422,0,0.0,328623_2
604274,2020,7,2020-07-01,18,2,33735.0,3373,0,0.0,604274_2
499874,2020,7,2020-07-01,13,0,6335.0,633,0,0.0,499874_2
243741,2020,7,2020-07-01,17,0,35409.0,3540,0,0.0,243741_2
474305,2020,7,2020-07-01,0,0,0.0,0,0,0.0,474305_2
776466,2020,7,2020-07-01,0,0,0.0,0,0,0.0,776466_2
208241,2020,7,2020-07-01,0,0,0.0,0,0,0.0,208241_2
738567,2020,7,2020-07-01,3,0,33315.0,3331,0,0.0,738567_2
417240,2020,7,2020-07-01,2,2,22584.0,2258,0,0.0,417240_2
949628,2020,7,2020-07-01,0,0,0.0,0,0,0.0,949628_2
604870,2020,7,2020-07-01,11,4,32326.0,3232,0,0.0,604870_2
849813,2020,7,2020-07-01,0,0,0.0,0,0,0.0,849813_2
927026,2020,7,2020-07-01,0,0,0.0,0,0,0.0,927026_2
990512,2020,7,2020-07-01,0,0,0.0,0,0,0.0,990512_2
949628,2020,7,2020-07-01,0,0,0.0,0,0,0.0,949628_2
687951,2020,8,2020-08-01,0,0,0.0,0,0,0.0,687951_2
732304,2020,8,2020-08-01,0,0,0.0,0,0,0.0,732304_2
617489,2020,8,2020-08-01,0,0,0.0,0,0,0.0,617489_2
974875,2020,8,2020-08-01,11,0,24615.0,2461,0,0.0,974875_2
434807,2020,8,2020-08-01,18,0,15088.0,1508,0,0.0,434807_2
465260,2020,8,2020-08-01,4,0,6374.0,637,0,0.0,465260_2
208485,2020,8,2020-08-01,18,0,13464.0,1346,0,0.0,208485_2
902608,2020,8,2020-08-01,0,0,0.0,0,0,0.0,902608_2
499874,2020,8,2020-08-01,6,0,4299.0,429,0,0.0,499874_2
642020,2020,8,2020-08-01,9,0,32593.0,3259,0,0.0,642020_2
286636,2020,8,2020-08-01,5,0,10398.0,1039,0,0.0,286636_2
702482,2020,8,2020-08-01,0,0,0.0,0,0,0.0,702482_2
903359,2020,8,2020-08-01,10,9,23119.0,2311,4617,46.0,903359_2
972686,2020,8,2020-08-01,4,4,7877.0,787,0,0.0,972686_2
890702,2020,8,2020-08-01,4,0,8083.0,808,0,0.0,890702_2
650466,2020,8,2020-08-01,16,3,8581.0,858,0,0.0,650466_2
746226,2020,8,2020-08-01,0,0,0.0,0,0,0.0,746226_2
573446,2020,8,2020-08-01,11,0,31368.0,3136,0,0.0,573446_2
988392,2020,8,2020-08-01,3,3,13468.0,1346,0,0.0,988392_2
841296,2020,8,2020-08-01,0,0,0.0,0,0,0.0,841296_2
470998,2020,8,2020-08-01,0,0,0.0,0,0,0.0,470998_2
601131,2020,8,2020-08-01,18,9,8243.0,824,0,0.0,601131_2
411030,2020,8,2020-08-01,0,0,0.0,0,0,0.0,411030_2
255475,2020,8,2020-08-01,0,0,0.0,0,0,0.0,255475_2
584782,2020,8,2020-08-01,0,0,0.0,0,0,0.0,584782_2
776466,2020,8,2020-08-01,0,0,0.0,0,0,0.0,776466_2
309230,2020,8,2020-08-01,13,0,10170.0,1017,0,0.0,309230_2
357901,2020,8,2020-08-01,0,0,0.0,0,0,0.0,357901_2
323821,2020,8,2020-08-01,12,6,5172.0,517,3953,39.0,323821_2
546259,2020,8,2020-08-01,0,0,0.0,0,0,0.0,546259_2
512296,2020,8,2020-08-01,9,9,15285.0,1528,3959,39.0,512296_2
336882,2020,8,2020-08-01,18,0,31923.0,3192,0,0.0,336882_2
536021,2020,8,2020-08-01,0,0,0.0,0,0,0.0,536021_2
732304,2020,8,2020-08-01,0,0,0.0,0,0,0.0,732304_2
825593,2020,8,2020-08-01,14,8,29486.0,2948,0,0.0,825593_2
615561,2020,8,2020-08-01,0,0,0.0,0,0,0.0,615561_2
193662,2020,8,2020-08-01,12,0,12244.0,1224,0,0.0,193662_2
684889,2020,8,2020-08-01,0,0,0.0,0,0,0.0,684889_2
750665,2020,8,2020-08-01,13,0,8691.0,869,0,0.0,750665_2
295906,2020,8,2020-08-01,0,0,0.0,0,0,0.0,295906_2
411523,2020,8,2020-08-01,11,0,8939.0,893,0,0.0,411523_2
989528,2020,8,2020-08-01,0,0,0.0,0,0,0.0,989528_2
